x,survival fraction,error
100,-3.0311107774558077,0.004551948525837473
120,-3.2139629130075567,0.004987732793443076
140,-3.417052410986255,0.005520818926267152
160,-3.6362111055468525,0.006160177257954773
180,-3.8649963000003917,0.00690674278737278
200,-4.119847002634524,0.00784536962692007
220,-4.404435856187011,0.009045052544784929
240,-4.676558782075745,0.01036338987205492
260,-4.973050533768984,0.012019439133170468
280,-5.239671171115303,0.013733465419387046
