100,0.048262,0.000219686
120,0.040197,0.000200492
140,0.032809,0.000181133
160,0.026352,0.000162333
180,0.020963,0.000144786
200,0.016247,0.000127464
220,0.012223,0.000110558
240,0.009311,9.65E-05
260,0.006922,8.32E-05
280,0.005302,7.28E-05
