# DetPlast
#x y z Px Py Pz t PDGid EventID TrackID ParentID Weight Edep VisibleEdep Ntracks
0.306415 -1.06622 -0.5 0 0 639 12.468 2212 79 1 0 1 0.399122 0.386858 1 
0.558416 -0.149413 -0.5 0 0 639 12.468 2212 80 1 0 1 0.428982 0.414847 1 
-0.507365 0.0914819 -0.5 0 0 639 12.468 2212 81 1 0 1 0.446065 0.430801 1 
-0.180342 0.187682 -0.5 0 0 639 12.468 2212 82 1 0 1 0.724997 0.68552 1 
0.136239 0.325817 -0.5 0 0 639 12.468 2212 83 1 0 1 0.38929 0.377613 1 
-0.217829 0.320995 -0.5 0 0 639 12.468 2212 84 1 0 1 0.410585 0.397617 1 
1.06491 0.296173 -0.5 0 0 639 12.468 2212 85 1 0 1 0.464395 0.447874 1 
0.131041 0.0965317 -0.5 0 0 639 12.468 2212 86 1 0 1 0.590766 0.564287 1 
-0.359206 0.216477 -0.5 0 0 639 12.468 2212 87 1 0 1 0.690303 0.654421 1 
0.202416 0.0563012 -0.5 0 0 639 12.468 2212 88 1 0 1 0.382148 0.37089 1 
-0.220706 -0.351212 -0.5 0 0 639 12.468 2212 89 1 0 1 0.550334 0.527285 1 
0.238988 0.306213 -0.5 0 0 639 12.468 2212 90 1 0 1 0.396742 0.384622 1 
-0.0459171 0.298562 -0.5 0 0 639 12.468 2212 91 1 0 1 0.438091 0.423359 1 
-0.476667 0.0268127 -0.5 0 0 639 12.468 2212 92 1 0 1 0.40377 0.391223 1 
0.674157 -0.255759 -0.5 0 0 639 12.468 2212 93 1 0 1 0.744359 0.702806 1 
-0.675727 -0.270997 -0.5 0 0 639 12.468 2212 94 1 0 1 0.653395 0.621157 1 
-0.372313 0.31409 -0.5 0 0 639 12.468 2212 95 1 0 1 1.03277 0.95447 1 
0.2902 -0.263587 -0.5 0 0 639 12.468 2212 96 1 0 1 0.370639 0.360039 2 
-0.497035 0.397822 -0.5 0 0 639 12.468 2212 97 1 0 1 0.384713 0.373306 1 
-0.242611 0.581116 -0.5 0 0 639 12.468 2212 98 1 0 1 0.489958 0.471604 1 
0.547676 0.0840572 -0.5 0 0 639 12.468 2212 99 1 0 1 0.496886 0.478019 1 
-0.378578 0.426926 -0.5 0 0 639 12.468 2212 100 1 0 1 0.409201 0.396319 1 
-0.197546 -0.297354 -0.5 0 0 639 12.468 2212 101 1 0 1 0.405383 0.392737 1 
0.599795 0.0297436 -0.5 0 0 639 12.468 2212 102 1 0 1 0.697834 0.661185 1 
0.209405 -0.593186 -0.5 0 0 639 12.468 2212 103 1 0 1 0.388687 0.377047 1 
-0.548966 -0.182356 -0.5 0 0 639 12.468 2212 104 1 0 1 0.88834 0.85967 2 
-0.0293111 -0.165109 -0.5 0 0 639 12.468 2212 105 1 0 1 0.409031 0.39616 1 
-0.201964 0.782644 -0.5 0 0 639 12.468 2212 106 1 0 1 0.622286 0.592977 1 
-0.414729 0.309882 -0.5 0 0 639 12.468 2212 107 1 0 1 0.533436 0.511752 1 
-0.9848 -0.49048 -0.5 0 0 639 12.468 2212 108 1 0 1 0.397244 0.385093 1 
0.282012 0.349321 -0.5 0 0 639 12.468 2212 109 1 0 1 0.386192 0.374698 1 
0.0127819 -0.727455 -0.5 0 0 639 12.468 2212 110 1 0 1 0.447136 0.4318 1 
0.792233 0.701347 -0.5 0 0 639 12.468 2212 111 1 0 1 0.424536 0.410688 1 
-0.941501 -0.161229 -0.5 0 0 639 12.468 2212 112 1 0 1 0.411746 0.398706 1 
-0.551585 -1.53713 -0.5 0 0 639 12.468 2212 113 1 0 1 0.67885 0.644119 1 
0.360584 0.163958 -0.5 0 0 639 12.468 2212 114 1 0 1 0.449182 0.433708 1 
0.427025 -0.508789 -0.5 0 0 639 12.468 2212 115 1 0 1 0.37767 0.36667 1 
0.492411 -0.11473 -0.5 0 0 639 12.468 2212 116 1 0 1 0.419207 0.405698 1 
-0.504522 0.258649 -0.5 0 0 639 12.468 2212 117 1 0 1 0.407352 0.394585 1 
0.601812 1.00618 -0.5 0 0 639 12.468 2212 118 1 0 1 0.405611 0.392951 1 
0.396267 -0.00946441 -0.5 0 0 639 12.468 2212 119 1 0 1 0.511719 0.491732 1 
0.978067 -0.328533 -0.5 0 0 639 12.468 2212 120 1 0 1 0.363074 0.352897 1 
-0.112324 0.670666 -0.5 0 0 639 12.468 2212 121 1 0 1 0.426829 0.412832 1 
-0.939769 0.718745 -0.5 0 0 639 12.468 2212 122 1 0 1 0.443896 0.428778 1 
-0.724002 -0.748718 -0.5 0 0 639 12.468 2212 123 1 0 1 0.469536 0.452654 1 
-0.300952 -0.78967 -0.5 0 0 639 12.468 2212 124 1 0 1 0.522167 0.501372 1 
-1.01771 -0.483499 -0.5 0 0 639 12.468 2212 125 1 0 1 0.383285 0.371961 1 
0.437359 -0.0635443 -0.5 0 0 639 12.468 2212 126 1 0 1 0.483001 0.465155 1 
-0.564128 -0.500455 -0.5 0 0 639 12.468 2212 127 1 0 1 0.402059 0.389616 1 
-0.0299635 0.365729 -0.5 0 0 639 12.468 2212 128 1 0 1 0.392756 0.380874 1 
-0.341039 0.33496 -0.5 0 0 639 12.468 2212 129 1 0 1 0.435693 0.42112 1 
-0.165241 -0.0308235 -0.5 0 0 639 12.468 2212 130 1 0 1 0.441225 0.426286 1 
-0.202973 -0.122809 -0.5 0 0 639 12.468 2212 131 1 0 1 0.723752 0.684407 1 
-0.404005 0.23812 -0.5 0 0 639 12.468 2212 132 1 0 1 0.411485 0.398462 1 
0.358365 -0.264347 -0.5 0 0 639 12.468 2212 133 1 0 1 0.40281 0.390322 1 
0.564449 -0.29238 -0.5 0 0 639 12.468 2212 134 1 0 1 0.427026 0.413017 1 
-0.348039 0.144963 -0.5 0 0 639 12.468 2212 135 1 0 1 0.545206 0.522576 1 
0.377321 -0.0213602 -0.5 0 0 639 12.468 2212 136 1 0 1 0.453218 0.437469 1 
0.401293 -0.00109527 -0.5 0 0 639 12.468 2212 137 1 0 1 0.49172 0.473237 1 
-0.232407 1.06264 -0.5 0 0 639 12.468 2212 138 1 0 1 0.347212 0.337893 1 
-0.0453351 0.480656 -0.5 0 0 639 12.468 2212 139 1 0 1 0.390171 0.378443 1 
-0.946098 -0.0415803 -0.5 0 0 639 12.468 2212 140 1 0 1 0.417632 0.404223 1 
-1.1135 0.157352 -0.5 0 0 639 12.468 2212 141 1 0 1 0.383071 0.37176 1 
0.491282 -0.094886 -0.5 0 0 639 12.468 2212 142 1 0 1 0.461513 0.445193 1 
0.262634 0.630747 -0.5 0 0 639 12.468 2212 143 1 0 1 0.457578 0.44153 2 
0.460041 -0.21793 -0.5 0 0 639 12.468 2212 144 1 0 1 0.463822 0.447341 1 
0.657195 -0.431933 -0.5 0 0 639 12.468 2212 145 1 0 1 0.413283 0.400147 1 
0.492297 0.0310834 -0.5 0 0 639 12.468 2212 146 1 0 1 0.530553 0.509099 1 
-0.049872 -0.047056 -0.5 0 0 639 12.468 2212 147 1 0 1 0.429082 0.41494 1 
-0.293917 0.674436 -0.5 0 0 639 12.468 2212 148 1 0 1 0.416467 0.403131 1 
-0.127448 0.818478 -0.5 0 0 639 12.468 2212 149 1 0 1 0.48087 0.463178 1 
0.366389 0.103527 -0.5 0 0 639 12.468 2212 150 1 0 1 0.499792 0.480709 1 
-0.292148 -0.676591 -0.5 0 0 639 12.468 2212 151 1 0 1 0.468825 0.451993 1 
-1.12312 -0.58749 -0.5 0 0 639 12.468 2212 152 1 0 1 0.511879 0.49188 1 
-0.330991 -0.134261 -0.5 0 0 639 12.468 2212 153 1 0 1 0.708394 0.670658 1 
0.165708 -0.827681 -0.5 0 0 639 12.468 2212 154 1 0 1 0.417424 0.404028 1 
0.0663962 0.136982 -0.5 0 0 639 12.468 2212 155 1 0 1 0.41648 0.403144 1 
0.476579 -0.0211605 -0.5 0 0 639 12.468 2212 156 1 0 1 0.358659 0.348725 1 
-0.927241 0.000567671 -0.5 0 0 639 12.468 2212 157 1 0 1 0.852759 0.798662 1 
0.584893 0.26224 -0.5 0 0 639 12.468 2212 158 1 0 1 0.413693 0.400531 1 
-0.0513433 -0.0897739 -0.5 0 0 639 12.468 2212 159 1 0 1 0.533583 0.511888 1 
0.0160391 0.818794 -0.5 0 0 639 12.468 2212 160 1 0 1 0.448092 0.432692 1 
0.00983536 0.965204 -0.5 0 0 639 12.468 2212 161 1 0 1 0.40403 0.391467 1 
-0.135673 -0.460981 -0.5 0 0 639 12.468 2212 162 1 0 1 0.421076 0.407448 1 
-0.0329462 -0.024299 -0.5 0 0 639 12.468 2212 163 1 0 1 0.456705 0.440717 1 
0.0292 0.726259 -0.5 0 0 639 12.468 2212 164 1 0 1 0.491384 0.472925 1 
0.262405 0.767125 -0.5 0 0 639 12.468 2212 165 1 0 1 0.3707 0.360097 1 
-0.0560669 0.547016 -0.5 0 0 639 12.468 2212 166 1 0 1 0.502192 0.482928 1 
-0.0772408 -0.409893 -0.5 0 0 639 12.468 2212 167 1 0 1 0.410187 0.397245 1 
0.146607 0.00466476 -0.5 0 0 639 12.468 2212 168 1 0 1 0.397621 0.385448 1 
0.723093 -0.139977 -0.5 0 0 639 12.468 2212 169 1 0 1 0.431864 0.417541 1 
-0.179603 -0.182484 -0.5 0 0 639 12.468 2212 170 1 0 1 0.421697 0.40803 1 
-0.563633 -0.514917 -0.5 0 0 639 12.468 2212 171 1 0 1 0.398491 0.386265 1 
-0.0993993 -0.701551 -0.5 0 0 639 12.468 2212 172 1 0 1 0.534321 0.512567 1 
1.04131 0.174259 -0.5 0 0 639 12.468 2212 173 1 0 1 0.387184 0.375632 1 
0.575957 -0.643194 -0.5 0 0 639 12.468 2212 174 1 0 1 0.396465 0.384361 1 
0.0164789 0.855595 -0.5 0 0 639 12.468 2212 175 1 0 1 0.792755 0.745793 1 
-0.378125 0.499196 -0.5 0 0 639 12.468 2212 176 1 0 1 0.415894 0.402595 1 
-0.298382 -0.127493 -0.5 0 0 639 12.468 2212 177 1 0 1 0.438018 0.423291 1 
0.0350941 -0.0918423 -0.5 0 0 639 12.468 2212 178 1 0 1 0.447698 0.432324 1 
-0.380447 0.308892 -0.5 0 0 639 12.468 2212 179 1 0 1 0.402196 0.389745 1 
-0.525886 -0.138069 -0.5 0 0 639 12.468 2212 180 1 0 1 0.356835 0.347 1 
-0.170266 0.184238 -0.5 0 0 639 12.468 2212 181 1 0 1 0.458769 0.442639 1 
-0.488176 -0.171075 -0.5 0 0 639 12.468 2212 182 1 0 1 0.505625 0.486102 1 
0.258507 0.876668 -0.5 0 0 639 12.468 2212 183 1 0 1 0.473176 0.456036 1 
-0.317726 0.0831024 -0.5 0 0 639 12.468 2212 184 1 0 1 0.373233 0.362487 1 
0.647186 0.338465 -0.5 0 0 639 12.468 2212 185 1 0 1 0.471731 0.454694 1 
0.0948711 -0.174291 -0.5 0 0 639 12.468 2212 186 1 0 1 0.45719 0.441169 1 
0.313395 0.583409 -0.5 0 0 639 12.468 2212 187 1 0 1 0.423536 0.409751 1 
0.0664974 -0.292845 -0.5 0 0 639 12.468 2212 188 1 0 1 0.471139 0.454143 1 
-0.665918 -0.472765 -0.5 0 0 639 12.468 2212 189 1 0 1 0.455004 0.439133 1 
0.357618 -0.412014 -0.5 0 0 639 12.468 2212 190 1 0 1 0.443677 0.428573 1 
-0.770617 0.467907 -0.5 0 0 639 12.468 2212 191 1 0 1 0.465656 0.449047 1 
-0.195116 0.833516 -0.5 0 0 639 12.468 2212 192 1 0 1 0.396161 0.384075 1 
-0.427001 0.0515147 -0.5 0 0 639 12.468 2212 193 1 0 1 0.468414 0.451612 1 
1.16529 -0.0965119 -0.5 0 0 639 12.468 2212 194 1 0 1 0.492835 0.474269 1 
-0.586606 0.0256849 -0.5 0 0 639 12.468 2212 195 1 0 1 0.382999 0.371691 1 
0.235329 0.460609 -0.5 0 0 639 12.468 2212 196 1 0 1 0.46058 0.444325 1 
-0.416525 0.0184242 -0.5 0 0 639 12.468 2212 197 1 0 1 0.391871 0.380042 1 
-0.44775 0.325775 -0.5 0 0 639 12.468 2212 198 1 0 1 0.519049 0.498497 1 
-0.272714 0.596683 -0.5 0 0 639 12.468 2212 199 1 0 1 0.397895 0.385705 1 
0.462113 0.816973 -0.5 0 0 639 12.468 2212 200 1 0 1 0.663672 0.630438 1 
0.5384 0.430616 -0.5 0 0 639 12.468 2212 201 1 0 1 0.610357 0.582135 1 
-0.673553 0.216513 -0.5 0 0 639 12.468 2212 202 1 0 1 0.387202 0.375648 1 
-0.898505 0.103938 -0.5 0 0 639 12.468 2212 203 1 0 1 0.546611 0.523866 1 
0.102194 -0.745049 -0.5 0 0 639 12.468 2212 204 1 0 1 0.637006 0.606328 1 
0.0455894 -0.916123 -0.5 0 0 639 12.468 2212 205 1 0 1 0.405268 0.392629 1 
-1.09848 -0.187075 -0.5 0 0 639 12.468 2212 206 1 0 1 0.391956 0.380122 1 
-0.300313 -1.07469 -0.5 0 0 639 12.468 2212 207 1 0 1 0.429801 0.415613 1 
0.411586 0.297913 -0.5 0 0 639 12.468 2212 208 1 0 1 0.574484 0.549414 1 
-0.213214 0.272654 -0.5 0 0 639 12.468 2212 209 1 0 1 0.503364 0.484012 1 
0.278031 -0.562249 -0.5 0 0 639 12.468 2212 210 1 0 1 0.518303 0.497809 1 
0.187298 -0.313054 -0.5 0 0 639 12.468 2212 211 1 0 1 0.474474 0.457242 1 
-0.283466 -0.316797 -0.5 0 0 639 12.468 2212 212 1 0 1 0.383012 0.371704 1 
-4.04332e-05 -0.848249 -0.5 0 0 639 12.468 2212 213 1 0 1 0.444685 0.429514 1 
0.612687 -0.232225 -0.5 0 0 639 12.468 2212 214 1 0 1 0.359254 0.349287 1 
0.967409 0.393241 -0.5 0 0 639 12.468 2212 215 1 0 1 0.408359 0.39553 1 
-0.749808 -0.000453079 -0.5 0 0 639 12.468 2212 216 1 0 1 0.642397 0.61121 1 
-0.166048 0.34042 -0.5 0 0 639 12.468 2212 217 1 0 1 0.446885 0.431566 1 
0.375195 -0.578274 -0.5 0 0 639 12.468 2212 218 1 0 1 0.529887 0.508486 1 
-0.303482 -0.558141 -0.5 0 0 639 12.468 2212 219 1 0 1 0.48423 0.466296 1 
-0.238426 -0.295624 -0.5 0 0 639 12.468 2212 220 1 0 1 0.396754 0.384633 1 
-0.555052 0.671138 -0.5 0 0 639 12.468 2212 221 1 0 1 0.678222 0.643553 1 
0.0972001 -0.135578 -0.5 0 0 639 12.468 2212 222 1 0 1 0.412949 0.399834 1 
-0.632458 0.25124 -0.5 0 0 639 12.468 2212 223 1 0 1 0.420886 0.40727 1 
-0.0552371 -0.50887 -0.5 0 0 639 12.468 2212 224 1 0 1 0.392651 0.380775 1 
1.02869 -0.839357 -0.5 0 0 639 12.468 2212 225 1 0 1 0.380713 0.369538 1 
0.448254 0.164845 -0.5 0 0 639 12.468 2212 226 1 0 1 0.444811 0.429631 1 
0.0667622 0.094489 -0.5 0 0 639 12.468 2212 227 1 0 1 0.556298 0.532758 1 
-0.591105 -0.192148 -0.5 0 0 639 12.468 2212 228 1 0 1 0.520591 0.499919 1 
0.0802272 -0.654882 -0.5 0 0 639 12.468 2212 229 1 0 1 0.414969 0.401728 1 
0.237535 -0.0796139 -0.5 0 0 639 12.468 2212 230 1 0 1 0.463595 0.447131 1 
0.0728533 0.107159 -0.5 0 0 639 12.468 2212 231 1 0 1 0.516536 0.496178 1 
-0.0659888 0.201562 -0.5 0 0 639 12.468 2212 232 1 0 1 0.432092 0.417754 1 
0.607028 0.478565 -0.5 0 0 639 12.468 2212 233 1 0 1 0.409833 0.396912 1 
0.157666 -0.835367 -0.5 0 0 639 12.468 2212 234 1 0 1 0.391216 0.379425 1 
-0.44628 1.14687 -0.5 0 0 639 12.468 2212 235 1 0 1 0.437666 0.422962 1 
0.664016 -0.327794 -0.5 0 0 639 12.468 2212 236 1 0 1 0.415122 0.401871 1 
0.290242 0.449884 -0.5 0 0 639 12.468 2212 237 1 0 1 0.424629 0.410775 1 
0.509212 -0.574879 -0.5 0 0 639 12.468 2212 238 1 0 1 0.453349 0.437591 1 
-0.0150517 0.0818252 -0.5 0 0 639 12.468 2212 239 1 0 1 0.433567 0.419133 1 
0.183579 -0.0104461 -0.5 0 0 639 12.468 2212 240 1 0 1 0.436443 0.42182 1 
0.196502 0.252658 -0.5 0 0 639 12.468 2212 241 1 0 1 0.445143 0.429941 1 
0.121898 -0.241609 -0.5 0 0 639 12.468 2212 242 1 0 1 0.454138 0.438327 1 
0.590364 0.0072193 -0.5 0 0 639 12.468 2212 243 1 0 1 0.432431 0.418071 1 
-0.441636 -0.197351 -0.5 0 0 639 12.468 2212 244 1 0 1 0.45594 0.440005 1 
0.0819986 -0.315023 -0.5 0 0 639 12.468 2212 245 1 0 1 0.414345 0.401143 1 
0.175447 -0.0558475 -0.5 0 0 639 12.468 2212 246 1 0 1 0.415382 0.402115 1 
-0.335091 -0.696991 -0.5 0 0 639 12.468 2212 247 1 0 1 0.445938 0.430683 1 
0.0880009 -0.314725 -0.5 0 0 639 12.468 2212 248 1 0 1 0.516693 0.496323 1 
0.247753 -0.973834 -0.5 0 0 639 12.468 2212 249 1 0 1 0.450553 0.434986 1 
0.229743 0.555981 -0.5 0 0 639 12.468 2212 250 1 0 1 0.439384 0.424567 1 
1.21656 -0.734514 -0.5 0 0 639 12.468 2212 251 1 0 1 0.463475 0.447018 1 
-0.256228 0.206806 -0.5 0 0 639 12.468 2212 252 1 0 1 0.538776 0.516665 1 
-0.0267849 0.726825 -0.5 0 0 639 12.468 2212 253 1 0 1 0.392642 0.380767 1 
-0.195978 -0.468922 -0.5 0 0 639 12.468 2212 254 1 0 1 0.407031 0.394284 1 
0.630005 -0.303964 -0.5 0 0 639 12.468 2212 255 1 0 1 0.403902 0.391347 1 
0.221193 -0.058056 -0.5 0 0 639 12.468 2212 256 1 0 1 0.444343 0.429195 1 
0.0418676 0.137517 -0.5 0 0 639 12.468 2212 257 1 0 1 0.419319 0.405804 1 
-0.595494 0.310788 -0.5 0 0 639 12.468 2212 258 1 0 1 0.465438 0.448844 1 
0.50067 0.149423 -0.5 0 0 639 12.468 2212 259 1 0 1 0.465611 0.449006 2 
-0.0342343 -0.243579 -0.5 0 0 639 12.468 2212 260 1 0 1 0.437233 0.422557 1 
0.198763 -0.197672 -0.5 0 0 639 12.468 2212 261 1 0 1 0.510205 0.490334 1 
0.0812813 0.241814 -0.5 0 0 639 12.468 2212 262 1 0 1 0.556613 0.533046 1 
0.191319 0.287319 -0.5 0 0 639 12.468 2212 263 1 0 1 0.453307 0.437552 1 
0.424612 -0.206768 -0.5 0 0 639 12.468 2212 264 1 0 1 0.438296 0.42355 1 
-0.973374 0.0590163 -0.5 0 0 639 12.468 2212 265 1 0 1 0.422051 0.408361 1 
0.589175 0.368834 -0.5 0 0 639 12.468 2212 266 1 0 1 0.416317 0.402991 1 
-0.394762 0.0859513 -0.5 0 0 639 12.468 2212 267 1 0 1 0.415477 0.402204 1 
-1.6162 0.447476 -0.5 0 0 639 12.468 2212 268 1 0 1 0.619146 0.590124 1 
-0.119357 0.346455 -0.5 0 0 639 12.468 2212 269 1 0 1 0.592871 0.566207 1 
-0.195175 0.930769 -0.5 0 0 639 12.468 2212 270 1 0 1 0.797431 0.770853 2 
0.517487 -0.232395 -0.5 0 0 639 12.468 2212 271 1 0 1 0.406248 0.393549 1 
-0.00233474 -0.443114 -0.5 0 0 639 12.468 2212 272 1 0 1 0.439276 0.424466 1 
0.240936 -0.666432 -0.5 0 0 639 12.468 2212 273 1 0 1 0.471708 0.454673 1 
-0.110984 0.359344 -0.5 0 0 639 12.468 2212 274 1 0 1 0.560435 0.53655 1 
1.1757 0.597235 -0.5 0 0 639 12.468 2212 275 1 0 1 0.398857 0.386609 1 
