,Be7,Be7 error,C10,C10 error,C11,C11 error,F17,F17 error,O14,O14 error,O15,O15 error,energy,thickness
0,10.081545998664954,0.1233868769703962,157242.04698734116,4813.782670582071,113519.92586028214,796.3027035839299,0.0,0.0,17806.431712447324,1149.400224628135,237872.21459185207,3381.3100005214865,0.25,1.0
1,20.24916870822324,0.17486746062290537,313894.6205089378,6801.333505827244,227481.12880283373,1127.2359428056266,0.0,0.0,37912.860854419094,1677.1662209261028,478820.5701685249,4797.329303032022,0.25,2.0
2,30.676531668196503,0.21523283792102085,489999.8184001025,8497.674551994745,342704.71934782714,1383.5733347313208,0.0,0.0,60467.67435685238,2118.090250522266,718471.1787672265,5876.487364141357,0.25,3.0
3,51.11295497555612,0.27782472855264423,810673.3837651018,10930.124074259436,580754.1549817219,1801.1019799289036,0.0,0.0,93928.92728315963,2639.8698117292106,1218392.1535035071,7652.558843877311,0.25,5.0
4,10.372998721514314,0.12515769786228906,161515.72961398866,4878.7610340076835,113843.90143966986,797.4381818941552,0.0,0.0,16990.30359229349,1122.7508641166469,241284.80849688768,3405.478326424786,0.23,1.0
5,21.03291981267308,0.17821948610445493,321557.77556361613,6883.853869718832,228207.28096353033,1129.0336581422864,0.0,0.0,38951.56937097853,1699.9858579031672,491077.0694049206,4858.340605183207,0.23,2.0
6,30.978555215190664,0.21628977237546643,471284.0358627151,8333.808162689527,347240.377459255,1392.6989579538206,0.0,0.0,59651.54623669854,2103.7478308620894,720634.0903971788,5885.326112101121,0.23,3.0
7,51.56297006057742,0.2790450780003932,801536.5450460624,10868.354580261475,577346.8256122995,1795.8106052478515,79.21312043557882,79.21312043557882,91925.70371550931,2611.5678287739356,1199598.854674367,7593.310380492826,0.23,5.0
8,10.348836837754783,0.1250118476185856,153263.1010935659,4752.487016614867,114888.44339390263,801.0881609485438,0.0,0.0,19141.914090880877,1191.7235174751518,242198.03785175644,3411.9168702298657,0.2,1.0
9,20.910600276140443,0.17770050176036267,309915.67461516254,6758.088982914099,233446.74809224877,1141.9209878862955,0.0,0.0,32867.705202559024,1561.5918003677864,475167.6527490502,4778.994878767803,0.2,2.0
10,31.55693030768447,0.2182995192822727,462589.30224298395,8256.57494378714,351234.2143430862,1400.6852269673616,0.0,0.0,55125.74484311818,2022.367436062229,723181.5196502336,5895.719199211844,0.2,3.0
11,53.3056459267337,0.28372134443505254,758504.9820467149,10572.589093400144,581536.1650009337,1802.3142019650377,79.21312043557882,79.21312043557882,83541.84211756538,2489.630249319568,1210845.9951501186,7628.82382807499,0.2,5.0
12,11.13560817767456,0.12967682676096007,143094.68380947353,4592.126936256812,117753.95153572837,811.016865698811,0.0,0.0,12316.115267776067,955.9159339744186,244457.0788874842,3427.7918352129886,0.15,1.0
13,22.53699707670398,0.18448175784753187,281620.94825942727,6442.206073945723,240227.89211598455,1158.3874830643078,0.0,0.0,28193.5168780416,1446.296899300905,483002.19931976584,4818.231750805598,0.15,2.0
14,34.1860452842686,0.22721125252127886,423389.3167709757,7898.999428981121,359707.8514798302,1417.4805210209706,0.0,0.0,37838.66738895057,1675.5243544327595,731640.907358491,5930.1014184215655,0.15,3.0
15,57.8178777188264,0.2954857061544126,686441.8508594518,10057.823532680659,600360.2633205297,1831.2519937643606,0.0,0.0,61432.18940794327,2134.916163106754,1198781.7547252742,7590.723869843856,0.15,5.0
16,13.23467182928395,0.14137154114573386,115978.90438522726,4134.201456182562,127467.63313150808,843.8050140119598,0.0,0.0,8012.894270601296,771.0411106866115,243399.655423952,3420.3701730882194,0.1,1.0
17,26.963152157903345,0.20178586239963792,219873.6027226926,5692.311802393459,256996.42124222414,1198.1347894390187,0.0,0.0,17658.044781510263,1144.601037802582,494778.05152728327,4876.613583428201,0.1,2.0
18,40.88039720339409,0.24846370525590944,311684.095012396,6777.342836694744,390485.5315216623,1476.8779764062826,0.0,0.0,25374.16519023744,1372.0777123890143,767304.916901258,6072.913868582953,0.1,3.0
19,64.47145645910767,0.3120248224072809,478210.3490852127,8394.824474492303,636667.8713553589,1885.81292495548,0.0,0.0,33461.252926307265,1575.628862874041,1235070.605405583,7704.7583800082275,0.1,5.0
20,14.321956598462915,0.14706406991111284,85621.02089938632,3552.1584962576685,139890.42086527118,883.9671564211628,0.0,0.0,6380.638030293626,688.0418936138866,271469.44191044255,3612.2151193622763,0.07,1.0
21,27.044698515591772,0.20209076887708938,154147.3112921826,4766.176397873791,278803.32920652773,1247.9325669427483,0.0,0.0,8829.022390755132,809.3551555833656,535584.9842790478,5073.729707084673,0.07,2.0
22,34.29024340798159,0.22755725588708,193052.5600313186,5333.839180939617,375733.4710878187,1448.712085523518,79.21312043557882,79.21312043557882,9867.73090731456,855.6407846313745,727651.5370188014,5913.911982155195,0.07,3.0
23,36.56750095231754,0.23499198222844908,205873.6079112611,5508.108322300229,414079.8909584498,1520.8423969338232,0.0,0.0,10238.698234657211,871.5758738720021,815369.6197890843,6260.231506815237,0.07,5.0
